Shipping_Row_ID,Ship Date,Ship_Mode
9098,17-04-2015,Standard Class
9099,16-10-2018,Standard Class
9102,12-11-2016,Standard Class
9108,28-05-2016,First Class
9111,15-10-2015,First Class
9115,10-02-2017,Second Class
9116,24-01-2018,Second Class
9120,12-06-2017,Standard Class
9122,20-03-2018,Second Class
9123,24-11-2018,Same Day
9124,28-11-2017,Second Class
9125,20-08-2017,Second Class
9127,03-12-2016,Standard Class
9128,01-06-2018,Standard Class
9129,05-09-2018,First Class
9130,26-03-2017,Second Class
9132,01-06-2018,Standard Class
9134,04-09-2016,Standard Class
9135,17-04-2017,Standard Class
9138,09-02-2015,Standard Class
9140,08-09-2015,Standard Class
9141,02-10-2018,Second Class
9142,07-09-2017,First Class
9143,26-05-2018,Standard Class
9146,24-09-2016,Standard Class
9147,27-01-2017,Standard Class
9150,06-06-2015,Standard Class
9152,29-09-2016,Second Class
9155,03-08-2017,Second Class
9156,28-01-2015,Standard Class
9157,08-08-2015,Standard Class
9160,14-08-2017,Standard Class
9162,12-12-2017,Standard Class
9164,12-06-2016,Standard Class
9166,26-06-2017,Second Class
9169,19-03-2017,Standard Class
9171,01-12-2017,Same Day
9175,14-06-2018,Second Class
9177,24-03-2017,Standard Class
9178,18-11-2017,Standard Class
9180,11-08-2018,Standard Class
9188,25-08-2016,Standard Class
9193,07-11-2016,Standard Class
9195,06-12-2015,Standard Class
9197,15-05-2015,Standard Class
9201,20-10-2017,First Class
9203,03-11-2017,Standard Class
9205,05-12-2017,Standard Class
9206,21-04-2017,Same Day
9208,07-08-2018,Standard Class
9209,08-08-2018,Second Class
9210,14-12-2018,Second Class
9212,19-03-2016,Standard Class
9213,15-12-2015,Standard Class
9215,02-10-2018,First Class
9216,26-11-2017,Standard Class
9217,30-11-2018,Standard Class
9218,17-11-2018,First Class
9219,20-08-2016,Standard Class
9221,14-10-2018,First Class
9224,04-11-2018,Same Day
9228,24-03-2018,Standard Class
9229,03-11-2015,Same Day
9230,26-07-2018,First Class
9232,31-12-2015,Standard Class
9233,06-09-2017,Standard Class
9239,14-02-2018,First Class
9240,02-11-2018,Standard Class
9243,14-07-2015,Standard Class
9247,26-05-2018,Standard Class
9249,14-11-2017,Standard Class
9251,06-12-2017,Standard Class
9252,08-03-2018,Standard Class
9253,25-09-2018,Second Class
9255,15-02-2015,Second Class
9261,14-11-2018,Second Class
9262,02-09-2018,Same Day
9263,13-10-2016,Standard Class
9265,01-12-2018,Standard Class
9267,09-02-2015,First Class
9268,25-09-2016,Same Day
9270,28-08-2018,Standard Class
9272,17-05-2017,Standard Class
9274,06-09-2018,Standard Class
9275,10-10-2015,Same Day
9276,29-05-2017,Second Class
9278,05-12-2018,Standard Class
9281,24-09-2017,Standard Class
9282,15-09-2018,Standard Class
9283,04-01-2018,Standard Class
9284,04-09-2018,Second Class
9285,23-11-2015,Standard Class
9286,24-11-2016,First Class
9287,26-06-2018,Standard Class
9289,03-12-2018,First Class
9290,26-04-2015,Second Class
9291,25-09-2015,First Class
9293,02-03-2018,Same Day
9294,21-11-2018,Second Class
9295,01-06-2018,Standard Class
9297,22-04-2016,Second Class
9306,24-09-2016,Standard Class
9307,30-03-2015,Standard Class
9311,31-08-2017,Standard Class
9312,12-03-2018,Standard Class
9314,11-11-2016,Same Day
9316,09-04-2017,Standard Class
9318,26-02-2018,Standard Class
9319,25-07-2018,Standard Class
9322,08-11-2017,Standard Class
9324,29-09-2018,Standard Class
9327,10-09-2018,First Class
9330,30-11-2016,First Class
9331,18-11-2016,Standard Class
9332,03-10-2017,Standard Class
9333,13-09-2018,Second Class
9335,02-05-2018,First Class
9337,20-09-2018,Standard Class
9338,22-10-2015,Second Class
9343,18-03-2017,Standard Class
9344,20-02-2018,First Class
9349,28-12-2017,Standard Class
9351,27-09-2017,Standard Class
9353,26-09-2018,First Class
9355,05-12-2016,Standard Class
9358,28-01-2017,Second Class
9362,25-03-2018,Standard Class
9366,25-08-2015,First Class
9367,13-06-2015,Standard Class
9369,09-04-2017,First Class
9370,09-11-2018,Second Class
9371,31-05-2016,First Class
9374,11-05-2018,Standard Class
9375,09-06-2017,Standard Class
9376,19-12-2016,Second Class
9377,29-12-2018,Standard Class
9378,21-12-2018,Standard Class
9379,15-05-2017,Standard Class
9380,27-12-2015,Second Class
9385,16-08-2018,Standard Class
9386,31-08-2018,Standard Class
9387,23-01-2018,Standard Class
9391,24-06-2016,Standard Class
9392,16-03-2018,First Class
9393,25-10-2016,Same Day
9394,23-09-2015,First Class
9400,15-11-2017,Standard Class
9401,21-09-2016,Standard Class
9402,28-06-2015,Standard Class
9403,17-08-2017,Second Class
9405,17-04-2018,Standard Class
9406,17-03-2015,First Class
9408,24-09-2018,Second Class
9410,13-12-2018,First Class
9412,14-03-2017,Second Class
9413,29-01-2016,First Class
9414,27-09-2017,First Class
9415,22-10-2016,Standard Class
9418,01-11-2015,Standard Class
9420,04-10-2018,Second Class
9422,27-07-2015,Standard Class
9426,17-09-2015,Second Class
9427,20-09-2017,Standard Class
9428,01-12-2015,Standard Class
9429,16-05-2015,Standard Class
9430,01-09-2016,Standard Class
9432,19-06-2016,Same Day
9433,23-08-2016,Standard Class
9437,25-09-2016,Same Day
9438,31-05-2018,Standard Class
9439,05-08-2018,Standard Class
9440,17-10-2015,Standard Class
9441,29-05-2015,Standard Class
9442,31-12-2015,Second Class
9443,11-04-2018,Standard Class
9445,02-03-2016,First Class
9446,03-06-2016,Standard Class
9447,28-09-2017,Standard Class
9448,03-06-2018,Standard Class
9449,23-09-2017,Standard Class
9450,13-09-2015,Standard Class
9451,07-06-2018,Standard Class
9452,05-10-2016,Standard Class
9456,19-06-2017,Second Class
9457,03-06-2018,Standard Class
9459,14-10-2015,Standard Class
9461,22-11-2015,Second Class
9462,24-10-2015,Standard Class
9463,30-11-2018,Second Class
9464,03-03-2015,First Class
9465,25-12-2015,Standard Class
9466,23-11-2017,Standard Class
9467,10-11-2018,Second Class
9475,05-06-2016,Second Class
9479,14-09-2015,Standard Class
9482,12-11-2018,Standard Class
9483,24-06-2016,Second Class
9484,28-07-2015,Standard Class
9485,04-12-2017,Second Class
9487,12-10-2018,Same Day
9488,13-12-2018,First Class
9489,04-10-2016,First Class
9490,11-08-2017,Standard Class
9491,07-01-2018,Standard Class
9493,07-11-2018,Same Day
9494,08-01-2017,Standard Class
9496,16-05-2017,Standard Class
9498,07-11-2018,First Class
9501,30-05-2017,Standard Class
9502,24-11-2016,Standard Class
9503,29-04-2017,Standard Class
9505,18-10-2017,Standard Class
9507,07-04-2015,Second Class
9511,11-08-2017,Standard Class
9512,16-12-2015,First Class
9513,03-06-2018,Second Class
9514,19-10-2017,Standard Class
9515,18-03-2015,Standard Class
9516,24-02-2015,Standard Class
9517,26-08-2016,Second Class
9520,12-05-2018,Second Class
9521,09-02-2017,Standard Class
9522,25-12-2015,Standard Class
9525,06-12-2018,First Class
9530,25-03-2018,Same Day
9531,12-07-2018,Standard Class
9532,31-10-2018,Standard Class
9533,31-10-2017,Standard Class
9537,14-06-2018,Second Class
9538,27-09-2017,First Class
9539,09-09-2018,First Class
9541,16-05-2016,Second Class
9542,10-08-2016,Standard Class
9546,02-11-2015,Standard Class
9548,20-06-2017,Second Class
9551,06-05-2016,First Class
9552,14-11-2016,Standard Class
9553,03-06-2016,Standard Class
9554,27-09-2017,Standard Class
9555,02-12-2016,Standard Class
9557,05-12-2016,Second Class
9558,19-10-2015,Second Class
9559,05-05-2017,First Class
9565,08-06-2016,Standard Class
9566,31-03-2015,Same Day
9569,07-07-2018,First Class
9570,24-09-2016,Same Day
9575,13-08-2016,Same Day
9576,28-05-2016,Second Class
9579,16-09-2018,First Class
9583,11-06-2017,Standard Class
9584,27-06-2018,Second Class
9585,27-08-2018,First Class
9586,28-08-2017,First Class
9587,18-11-2017,Same Day
9588,22-04-2018,Standard Class
9589,28-07-2018,Standard Class
9590,15-05-2015,Standard Class
9592,01-08-2017,Standard Class
9594,19-09-2018,Standard Class
9596,29-01-2018,Standard Class
9599,23-09-2016,Standard Class
9600,18-04-2016,Standard Class
9601,11-05-2018,Second Class
9602,09-09-2017,Standard Class
9603,22-05-2015,First Class
9604,23-06-2017,Standard Class
9605,05-11-2016,First Class
9606,09-11-2018,Standard Class
9608,08-12-2018,Second Class
9610,19-05-2017,Second Class
9612,30-10-2018,Standard Class
9613,22-09-2017,Standard Class
9614,13-11-2015,First Class
9617,29-08-2017,Standard Class
9618,21-11-2018,Standard Class
9621,30-09-2015,Standard Class
9624,30-06-2018,First Class
9627,25-09-2018,First Class
9628,27-11-2015,Standard Class
9629,18-01-2015,Standard Class
9631,06-06-2017,Standard Class
9633,17-02-2018,Standard Class
9634,17-10-2015,First Class
9637,25-11-2015,Standard Class
9639,15-11-2018,Second Class
9640,31-01-2016,Second Class
9641,12-03-2015,Standard Class
9645,13-06-2018,Standard Class
9648,24-11-2015,Standard Class
9650,30-11-2017,Standard Class
9654,27-01-2018,Standard Class
9656,29-09-2015,Standard Class
9660,30-03-2015,Second Class
9661,11-06-2017,Standard Class
9664,05-09-2018,Standard Class
9665,07-12-2016,Same Day
9666,20-11-2018,Standard Class
9668,27-04-2017,Standard Class
9670,06-04-2018,Standard Class
9671,15-08-2016,First Class
9672,19-11-2018,Standard Class
9673,28-12-2017,Standard Class
9675,24-07-2015,Second Class
9676,10-05-2017,Standard Class
9677,03-12-2015,Standard Class
9678,23-04-2017,Standard Class
9680,31-12-2016,Standard Class
9682,18-12-2018,Standard Class
9686,04-01-2018,Second Class
9687,03-06-2018,Standard Class
9688,06-10-2018,Standard Class
9689,27-06-2018,Standard Class
9691,05-04-2018,First Class
9692,17-11-2016,Standard Class
9693,02-09-2016,Standard Class
9694,28-09-2018,Second Class
9696,14-12-2017,First Class
9697,15-06-2015,Second Class
9698,11-03-2017,Same Day
9699,19-12-2018,Standard Class
9702,04-11-2017,Standard Class
9703,04-08-2018,Standard Class
9706,23-10-2018,Standard Class
9707,27-10-2017,Standard Class
9711,10-11-2015,Standard Class
9716,12-11-2017,Standard Class
9717,14-08-2017,Second Class
9718,31-05-2017,Same Day
9720,14-11-2018,Second Class
9721,26-09-2017,Standard Class
9722,20-02-2017,Standard Class
9724,26-12-2015,Standard Class
9725,11-12-2016,Standard Class
9726,20-09-2018,First Class
9727,04-12-2018,First Class
9730,04-10-2015,Standard Class
9732,19-11-2018,Standard Class
9733,25-08-2015,Standard Class
9736,22-11-2015,Second Class
9737,03-07-2016,Standard Class
9738,21-03-2018,Standard Class
9742,12-11-2016,Standard Class
9743,02-12-2018,Standard Class
9744,22-06-2017,Standard Class
9745,25-01-2018,Standard Class
9746,24-11-2018,Same Day
9748,15-11-2015,Standard Class
9750,08-03-2017,Standard Class
9751,15-10-2017,Standard Class
9753,02-07-2017,First Class
9754,29-03-2018,Second Class
9760,05-11-2017,Standard Class
9761,08-11-2018,Standard Class
9762,18-02-2015,Standard Class
9765,23-06-2015,Standard Class
9766,06-03-2018,Standard Class
9768,15-12-2018,Standard Class
9769,14-12-2018,Standard Class
9770,30-11-2017,Standard Class
9773,03-07-2017,Same Day
9774,03-07-2017,Standard Class
9775,30-07-2015,Standard Class
9781,18-09-2017,Standard Class
9783,02-06-2016,Second Class
9786,13-05-2016,Standard Class
9787,05-11-2015,Same Day
9788,01-04-2018,Standard Class
9792,23-05-2015,Second Class
9796,28-05-2017,Standard Class
9797,17-01-2016,Standard Class
